id,Source,Target,Type,weight,book,weight_inv
3121,Ryman-Frey,Walder-Rivers,undirected,5,4.0,0.2
3122,Samwell-Tarly,Stannis-Baratheon,undirected,11,4.0,0.09090909090909093
3123,Samwell-Tarly,Theobald,undirected,7,4.0,0.14285714285714285
3124,Samwell-Tarly,Xhondo,undirected,18,4.0,0.05555555555555555
3125,Sandor-Clegane,Sansa-Stark,undirected,3,4.0,0.3333333333333333
3126,Sandor-Clegane,Thoros-of-Myr,undirected,3,4.0,0.3333333333333333
3127,Sandor-Clegane,Tickler,undirected,4,4.0,0.25
3128,Sandor-Clegane,Timeon,undirected,4,4.0,0.25
3129,Sandor-Clegane,Tyrion-Lannister,undirected,3,4.0,0.3333333333333333
3130,Sansa-Stark,Tyrion-Lannister,undirected,6,4.0,0.16666666666666666
3131,Sansa-Stark,Tywin-Lannister,undirected,3,4.0,0.3333333333333333
3132,Sansa-Stark,Yohn-Royce,undirected,3,4.0,0.3333333333333333
3133,Sarella-Sand,Tyene-Sand,undirected,3,4.0,0.3333333333333333
3134,Shae,Tyrion-Lannister,undirected,3,4.0,0.3333333333333333
3135,Shagwell,Timeon,undirected,6,4.0,0.16666666666666666
3136,Shagwell,Zollo,undirected,3,4.0,0.3333333333333333
3137,Stannis-Baratheon,Tommen-Baratheon,undirected,6,4.0,0.16666666666666666
3138,Stannis-Baratheon,Tyrion-Lannister,undirected,3,4.0,0.3333333333333333
3139,Stannis-Baratheon,Tywin-Lannister,undirected,4,4.0,0.25
3140,Sylva-Santagar,Tyene-Sand,undirected,3,4.0,0.3333333333333333
3141,Symond-Templeton,Yohn-Royce,undirected,4,4.0,0.25
3142,Taena-of-Myr,Tommen-Baratheon,undirected,8,4.0,0.125
3143,Taena-of-Myr,Tyrion-Lannister,undirected,3,4.0,0.3333333333333333
3144,Talbert-Serry,Victarion-Greyjoy,undirected,10,4.0,0.1
3145,Tommen-Baratheon,Tyrion-Lannister,undirected,5,4.0,0.2
3146,Tommen-Baratheon,Tywin-Lannister,undirected,6,4.0,0.16666666666666666
3147,Tyrion-Lannister,Tywin-Lannister,undirected,9,4.0,0.1111111111111111
3148,Tyrion-Lannister,Varys,undirected,7,4.0,0.14285714285714285
3149,Aegon-I-Targaryen,Daenerys-Targaryen,undirected,4,5.0,0.25
3150,Aegon-Targaryen-(son-of-Rhaegar),Daenerys-Targaryen,undirected,11,5.0,0.09090909090909093
3151,Aegon-Targaryen-(son-of-Rhaegar),Elia-Martell,undirected,4,5.0,0.25
3152,Aegon-Targaryen-(son-of-Rhaegar),Franklyn-Flowers,undirected,3,5.0,0.3333333333333333
3153,Aegon-Targaryen-(son-of-Rhaegar),Haldon,undirected,14,5.0,0.07142857142857142
3154,Aegon-Targaryen-(son-of-Rhaegar),Harry-Strickland,undirected,9,5.0,0.1111111111111111
3155,Aegon-Targaryen-(son-of-Rhaegar),Jon-Connington,undirected,16,5.0,0.0625
3156,Aegon-Targaryen-(son-of-Rhaegar),Lemore,undirected,10,5.0,0.1
3157,Aegon-Targaryen-(son-of-Rhaegar),Rhaegar-Targaryen,undirected,9,5.0,0.1111111111111111
3158,Aegon-Targaryen-(son-of-Rhaegar),Rhaenys-Targaryen-(daughter-of-Rhaegar),undirected,4,5.0,0.25
3159,Aegon-Targaryen-(son-of-Rhaegar),Rolly-Duckfield,undirected,11,5.0,0.09090909090909093
3160,Aegon-Targaryen-(son-of-Rhaegar),Tyrion-Lannister,undirected,23,5.0,0.043478260869565216
3161,Aegon-Targaryen-(son-of-Rhaegar),Tywin-Lannister,undirected,3,5.0,0.3333333333333333
3162,Aegon-Targaryen-(son-of-Rhaegar),Viserys-Targaryen,undirected,3,5.0,0.3333333333333333
3163,Aegon-Targaryen-(son-of-Rhaegar),Yandry,undirected,6,5.0,0.16666666666666666
3164,Aegon-Targaryen-(son-of-Rhaegar),Ysilla,undirected,4,5.0,0.25
3165,Aemon-Targaryen-(Maester-Aemon),Clydas,undirected,7,5.0,0.14285714285714285
3166,Aemon-Targaryen-(Maester-Aemon),Gilly,undirected,3,5.0,0.3333333333333333
3167,Aemon-Targaryen-(Maester-Aemon),Jon-Snow,undirected,12,5.0,0.08333333333333333
3168,Aemon-Targaryen-(Maester-Aemon),Samwell-Tarly,undirected,16,5.0,0.0625
3169,Aemon-Targaryen-(Maester-Aemon),Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3170,Aenys-Frey,Hosteen-Frey,undirected,6,5.0,0.16666666666666666
3171,Aenys-Frey,Theon-Greyjoy,undirected,3,5.0,0.3333333333333333
3172,Aenys-Frey,Wyman-Manderly,undirected,4,5.0,0.25
3173,Aeron-Greyjoy,Euron-Greyjoy,undirected,4,5.0,0.25
3174,Aeron-Greyjoy,Victarion-Greyjoy,undirected,3,5.0,0.3333333333333333
3175,Aerys-II-Targaryen,Rhaegar-Targaryen,undirected,5,5.0,0.2
3176,Aerys-II-Targaryen,Robert-Baratheon,undirected,5,5.0,0.2
3177,Aerys-II-Targaryen,Tywin-Lannister,undirected,6,5.0,0.16666666666666666
3178,Aggo,Barristan-Selmy,undirected,3,5.0,0.3333333333333333
3179,Aggo,Daario-Naharis,undirected,4,5.0,0.25
3180,Aggo,Daenerys-Targaryen,undirected,9,5.0,0.1111111111111111
3181,Aggo,Grey-Worm,undirected,5,5.0,0.2
3182,Aggo,Jhogo,undirected,6,5.0,0.16666666666666666
3183,Aggo,Rakharo,undirected,9,5.0,0.1111111111111111
3184,Alliser-Thorne,Jon-Snow,undirected,6,5.0,0.16666666666666666
3185,Alys-Karstark,Jon-Snow,undirected,13,5.0,0.07692307692307693
3186,Alys-Karstark,Melisandre,undirected,6,5.0,0.16666666666666666
3187,Alys-Karstark,Sigorn,undirected,5,5.0,0.2
3188,Alysane-Mormont,Asha-Greyjoy,undirected,18,5.0,0.05555555555555555
3189,Alysane-Mormont,Justin-Massey,undirected,5,5.0,0.2
3190,Alysane-Mormont,Stannis-Baratheon,undirected,5,5.0,0.2
3191,Archibald-Yronwood,Cletus-Yronwood,undirected,5,5.0,0.2
3192,Archibald-Yronwood,Gerris-Drinkwater,undirected,13,5.0,0.07692307692307693
3193,Archibald-Yronwood,Quentyn-Martell,undirected,21,5.0,0.047619047619047616
3194,Archibald-Yronwood,Tattered-Prince,undirected,4,5.0,0.25
3195,Areo-Hotah,Arianne-Martell,undirected,11,5.0,0.09090909090909093
3196,Areo-Hotah,Arys-Oakheart,undirected,4,5.0,0.25
3197,Areo-Hotah,Balon-Swann,undirected,4,5.0,0.25
3198,Areo-Hotah,Doran-Martell,undirected,12,5.0,0.08333333333333333
3199,Areo-Hotah,Ellaria-Sand,undirected,3,5.0,0.3333333333333333
3200,Areo-Hotah,Obara-Sand,undirected,6,5.0,0.16666666666666666
3201,Arianne-Martell,Balon-Swann,undirected,5,5.0,0.2
3202,Arianne-Martell,Doran-Martell,undirected,11,5.0,0.09090909090909093
3203,Arianne-Martell,Ellaria-Sand,undirected,3,5.0,0.3333333333333333
3204,Arianne-Martell,Myrcella-Baratheon,undirected,4,5.0,0.25
3205,Arianne-Martell,Obara-Sand,undirected,5,5.0,0.2
3206,Arnolf-Karstark,Arthor-Karstark,undirected,3,5.0,0.3333333333333333
3207,Arnolf-Karstark,Asha-Greyjoy,undirected,3,5.0,0.3333333333333333
3208,Arnolf-Karstark,Mors-Umber,undirected,4,5.0,0.25
3209,Arnolf-Karstark,Rickard-Karstark,undirected,3,5.0,0.3333333333333333
3210,Arnolf-Karstark,Stannis-Baratheon,undirected,7,5.0,0.14285714285714285
3211,Arron,Emrick,undirected,6,5.0,0.16666666666666666
3212,Arron,Hareth-(Moles-Town),undirected,4,5.0,0.25
3213,Arron,Satin,undirected,4,5.0,0.25
3214,Arya-Stark,Bran-Stark,undirected,7,5.0,0.14285714285714285
3215,Arya-Stark,Brusco,undirected,4,5.0,0.25
3216,Arya-Stark,Eddard-Stark,undirected,4,5.0,0.25
3217,Arya-Stark,Jeyne-Poole,undirected,4,5.0,0.25
3218,Arya-Stark,Jon-Snow,undirected,12,5.0,0.08333333333333333
3219,Arya-Stark,Kindly-Man,undirected,4,5.0,0.25
3220,Arya-Stark,Mance-Rayder,undirected,3,5.0,0.3333333333333333
3221,Arya-Stark,Melisandre,undirected,4,5.0,0.25
3222,Arya-Stark,Ramsay-Snow,undirected,5,5.0,0.2
3223,Arya-Stark,Sansa-Stark,undirected,4,5.0,0.25
3224,Arya-Stark,Theon-Greyjoy,undirected,7,5.0,0.14285714285714285
3225,Arya-Stark,Waif,undirected,3,5.0,0.3333333333333333
3226,Arys-Oakheart,Gerold-Dayne,undirected,3,5.0,0.3333333333333333
3227,Asha-Greyjoy,Clayton-Suggs,undirected,4,5.0,0.25
3228,Asha-Greyjoy,Euron-Greyjoy,undirected,4,5.0,0.25
3229,Asha-Greyjoy,Galbart-Glover,undirected,8,5.0,0.125
3230,Asha-Greyjoy,Godry-Farring,undirected,3,5.0,0.3333333333333333
3231,Asha-Greyjoy,Grimtongue,undirected,3,5.0,0.3333333333333333
3232,Asha-Greyjoy,Hagen,undirected,3,5.0,0.3333333333333333
3233,Asha-Greyjoy,Justin-Massey,undirected,15,5.0,0.06666666666666668
3234,Asha-Greyjoy,Qarl-the-Maid,undirected,8,5.0,0.125
3235,Asha-Greyjoy,Robert-Baratheon,undirected,4,5.0,0.25
3236,Asha-Greyjoy,Rolfe-the-Dwarf,undirected,3,5.0,0.3333333333333333
3237,Asha-Greyjoy,Stannis-Baratheon,undirected,16,5.0,0.0625
3238,Asha-Greyjoy,Sybelle-Glover,undirected,3,5.0,0.3333333333333333
3239,Asha-Greyjoy,Theon-Greyjoy,undirected,7,5.0,0.14285714285714285
3240,Asha-Greyjoy,Torgon-Greyiron,undirected,3,5.0,0.3333333333333333
3241,Asha-Greyjoy,Tristifer-Botley,undirected,12,5.0,0.08333333333333333
3242,Asha-Greyjoy,Tycho-Nestoris,undirected,3,5.0,0.3333333333333333
3243,Ashara-Dayne,Elia-Martell,undirected,3,5.0,0.3333333333333333
3244,Axell-Florent,Jon-Snow,undirected,4,5.0,0.25
3245,Axell-Florent,Melisandre,undirected,5,5.0,0.2
3246,Axell-Florent,Selyse-Florent,undirected,8,5.0,0.125
3247,Axell-Florent,Shireen-Baratheon,undirected,3,5.0,0.3333333333333333
3248,Axell-Florent,Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3249,Azor-Ahai,Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3250,Balon-Greyjoy,Euron-Greyjoy,undirected,3,5.0,0.3333333333333333
3251,Balon-Greyjoy,Theon-Greyjoy,undirected,3,5.0,0.3333333333333333
3252,Balon-Swann,Doran-Martell,undirected,11,5.0,0.09090909090909093
3253,Balon-Swann,Gerold-Dayne,undirected,3,5.0,0.3333333333333333
3254,Balon-Swann,Myrcella-Baratheon,undirected,4,5.0,0.25
3255,Balon-Swann,Tyrion-Lannister,undirected,3,5.0,0.3333333333333333
3256,Barbrey-Dustin,Jeyne-Poole,undirected,5,5.0,0.2
3257,Barbrey-Dustin,Ramsay-Snow,undirected,5,5.0,0.2
3258,Barbrey-Dustin,Roger-Ryswell,undirected,4,5.0,0.25
3259,Barbrey-Dustin,Roose-Bolton,undirected,3,5.0,0.3333333333333333
3260,Barbrey-Dustin,Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3261,Barbrey-Dustin,Theon-Greyjoy,undirected,17,5.0,0.05882352941176471
3262,Barristan-Selmy,Belwas,undirected,9,5.0,0.1111111111111111
3263,Barristan-Selmy,Ben-Plumm,undirected,4,5.0,0.25
3264,Barristan-Selmy,Bloodbeard,undirected,3,5.0,0.3333333333333333
3265,Barristan-Selmy,Daario-Naharis,undirected,18,5.0,0.05555555555555555
3266,Barristan-Selmy,Daenerys-Targaryen,undirected,75,5.0,0.013333333333333334
3267,Barristan-Selmy,Galazza-Galare,undirected,5,5.0,0.2
3268,Barristan-Selmy,Gerris-Drinkwater,undirected,4,5.0,0.25
3269,Barristan-Selmy,Grazhar,undirected,3,5.0,0.3333333333333333
3270,Barristan-Selmy,Grey-Worm,undirected,6,5.0,0.16666666666666666
3271,Barristan-Selmy,Groleo,undirected,8,5.0,0.125
3272,Barristan-Selmy,Hizdahr-zo-Loraq,undirected,42,5.0,0.023809523809523808
3273,Barristan-Selmy,Jhogo,undirected,3,5.0,0.3333333333333333
3274,Barristan-Selmy,Khrazz,undirected,8,5.0,0.125
3275,Barristan-Selmy,Larraq,undirected,3,5.0,0.3333333333333333
3276,Barristan-Selmy,Missandei,undirected,8,5.0,0.125
3277,Barristan-Selmy,Quentyn-Martell,undirected,22,5.0,0.045454545454545456
3278,Barristan-Selmy,Reznak-mo-Reznak,undirected,7,5.0,0.14285714285714285
3279,Barristan-Selmy,Rhaegar-Targaryen,undirected,3,5.0,0.3333333333333333
3280,Barristan-Selmy,Skahaz-mo-Kandaq,undirected,21,5.0,0.047619047619047616
3281,Barristan-Selmy,Steelskin,undirected,3,5.0,0.3333333333333333
3282,Barristan-Selmy,Tyrion-Lannister,undirected,3,5.0,0.3333333333333333
3283,Barristan-Selmy,Varys,undirected,3,5.0,0.3333333333333333
3284,Barristan-Selmy,Widower,undirected,3,5.0,0.3333333333333333
3285,Barristan-Selmy,Xaro-Xhoan-Daxos,undirected,3,5.0,0.3333333333333333
3286,Barsena,Daenerys-Targaryen,undirected,4,5.0,0.25
3287,Bartimus,Davos-Seaworth,undirected,4,5.0,0.25
3288,Belaquo,Goghor-the-Giant,undirected,7,5.0,0.14285714285714285
3289,Belaquo,Hizdahr-zo-Loraq,undirected,3,5.0,0.3333333333333333
3290,Belaquo,Irri,undirected,3,5.0,0.3333333333333333
3291,Belaquo,Spotted-Cat,undirected,5,5.0,0.2
3292,Belwas,Daenerys-Targaryen,undirected,13,5.0,0.07692307692307693
3293,Belwas,Hizdahr-zo-Loraq,undirected,11,5.0,0.09090909090909093
3294,Belwas,Quentyn-Martell,undirected,3,5.0,0.3333333333333333
3295,Belwas,Skahaz-mo-Kandaq,undirected,3,5.0,0.3333333333333333
3296,Ben-Bones,Ramsay-Snow,undirected,5,5.0,0.2
3297,Ben-Bones,Theon-Greyjoy,undirected,4,5.0,0.25
3298,Ben-Plumm,Daario-Naharis,undirected,9,5.0,0.1111111111111111
3299,Ben-Plumm,Daenerys-Targaryen,undirected,14,5.0,0.07142857142857142
3300,Ben-Plumm,Hizdahr-zo-Loraq,undirected,3,5.0,0.3333333333333333
3301,Ben-Plumm,Kasporio,undirected,3,5.0,0.3333333333333333
3302,Ben-Plumm,Penny,undirected,3,5.0,0.3333333333333333
3303,Ben-Plumm,Tybero-Istarion,undirected,5,5.0,0.2
3304,Ben-Plumm,Tyrion-Lannister,undirected,4,5.0,0.25
3305,Benerro,Daenerys-Targaryen,undirected,3,5.0,0.3333333333333333
3306,Benerro,Haldon,undirected,4,5.0,0.25
3307,Benerro,Moqorro,undirected,4,5.0,0.25
3308,Benerro,Tyrion-Lannister,undirected,7,5.0,0.14285714285714285
3309,Benethon-Scales,Narbert-Grandison,undirected,3,5.0,0.3333333333333333
3310,Benethon-Scales,Selyse-Florent,undirected,4,5.0,0.25
3311,Benjen-Stark,Jon-Snow,undirected,4,5.0,0.25
3312,Black-Balaq,Franklyn-Flowers,undirected,3,5.0,0.3333333333333333
3313,Bloodbeard,Daenerys-Targaryen,undirected,3,5.0,0.3333333333333333
3314,Bloodbeard,Hizdahr-zo-Loraq,undirected,5,5.0,0.2
3315,Bloodbeard,Tattered-Prince,undirected,3,5.0,0.3333333333333333
3316,Boros-Blount,Meryn-Trant,undirected,3,5.0,0.3333333333333333
3317,Boros-Blount,Tommen-Baratheon,undirected,4,5.0,0.25
3318,Bowen-Marsh,Cellador,undirected,8,5.0,0.125
3319,Bowen-Marsh,Eddison-Tollett,undirected,9,5.0,0.1111111111111111
3320,Bowen-Marsh,Jon-Snow,undirected,45,5.0,0.022222222222222227
3321,Bowen-Marsh,Mance-Rayder,undirected,5,5.0,0.2
3322,Bowen-Marsh,Othell-Yarwyck,undirected,19,5.0,0.05263157894736842
3323,Bowen-Marsh,Satin,undirected,3,5.0,0.3333333333333333
3324,Bowen-Marsh,Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3325,Bowen-Marsh,Tormund,undirected,5,5.0,0.2
3326,Bowen-Marsh,Wick-Whittlestick,undirected,5,5.0,0.2
3327,Bran-Stark,Brynden-Rivers,undirected,14,5.0,0.07142857142857142
3328,Bran-Stark,Coldhands,undirected,6,5.0,0.16666666666666666
3329,Bran-Stark,Eddard-Stark,undirected,4,5.0,0.25
3330,Bran-Stark,Hodor,undirected,50,5.0,0.02
3331,Bran-Stark,Jojen-Reed,undirected,17,5.0,0.05882352941176471
3332,Bran-Stark,Jon-Snow,undirected,4,5.0,0.25
3333,Bran-Stark,Leaf,undirected,5,5.0,0.2
3334,Bran-Stark,Meera-Reed,undirected,33,5.0,0.030303030303030307
3335,Bran-Stark,Rickon-Stark,undirected,7,5.0,0.14285714285714285
3336,Bran-Stark,Robb-Stark,undirected,6,5.0,0.16666666666666666
3337,Bran-Stark,Theon-Greyjoy,undirected,8,5.0,0.125
3338,Brandon-Norrey,Jon-Snow,undirected,3,5.0,0.3333333333333333
3339,Brandon-Norrey,Torghen-Flint,undirected,3,5.0,0.3333333333333333
3340,Brea,Brusco,undirected,3,5.0,0.3333333333333333
3341,Brienne-of-Tarth,Cersei-Lannister,undirected,3,5.0,0.3333333333333333
3342,Brienne-of-Tarth,Jaime-Lannister,undirected,3,5.0,0.3333333333333333
3343,Brus-Buckler,Malegorn,undirected,6,5.0,0.16666666666666666
3344,Brus-Buckler,Narbert-Grandison,undirected,4,5.0,0.25
3345,Brus-Buckler,Selyse-Florent,undirected,5,5.0,0.2
3346,Brynden-Rivers,Meera-Reed,undirected,3,5.0,0.3333333333333333
3347,Brynden-Tully,Jaime-Lannister,undirected,4,5.0,0.25
3348,Bump,Varamyr,undirected,5,5.0,0.2
3349,Caggo,Gerris-Drinkwater,undirected,3,5.0,0.3333333333333333
3350,Caggo,Lucifer-Long,undirected,3,5.0,0.3333333333333333
3351,Caggo,Meris,undirected,7,5.0,0.14285714285714285
3352,Caggo,Quentyn-Martell,undirected,7,5.0,0.14285714285714285
3353,Caggo,Tattered-Prince,undirected,4,5.0,0.25
3354,Caleotte,Doran-Martell,undirected,3,5.0,0.3333333333333333
3355,Caleotte,Gregor-Clegane,undirected,4,5.0,0.25
3356,Camarron,Spotted-Cat,undirected,3,5.0,0.3333333333333333
3357,Catelyn-Stark,Eddard-Stark,undirected,5,5.0,0.2
3358,Cellador,Clydas,undirected,3,5.0,0.3333333333333333
3359,Cellador,Jon-Snow,undirected,3,5.0,0.3333333333333333
3360,Cellador,Othell-Yarwyck,undirected,8,5.0,0.125
3361,Cersei-Lannister,Daenerys-Targaryen,undirected,3,5.0,0.3333333333333333
3362,Cersei-Lannister,Doran-Martell,undirected,3,5.0,0.3333333333333333
3363,Cersei-Lannister,Dunsen,undirected,3,5.0,0.3333333333333333
3364,Cersei-Lannister,Gregor-Clegane,undirected,4,5.0,0.25
3365,Cersei-Lannister,High-Sparrow,undirected,11,5.0,0.09090909090909093
3366,Cersei-Lannister,Ilyn-Payne,undirected,4,5.0,0.25
3367,Cersei-Lannister,Jaime-Lannister,undirected,13,5.0,0.07692307692307693
3368,Cersei-Lannister,Joffrey-Baratheon,undirected,3,5.0,0.3333333333333333
3369,Cersei-Lannister,Kevan-Lannister,undirected,10,5.0,0.1
3370,Cersei-Lannister,Lancel-Lannister,undirected,6,5.0,0.16666666666666666
3371,Cersei-Lannister,Mace-Tyrell,undirected,3,5.0,0.3333333333333333
3372,Cersei-Lannister,Margaery-Tyrell,undirected,6,5.0,0.16666666666666666
3373,Cersei-Lannister,Meryn-Trant,undirected,3,5.0,0.3333333333333333
3374,Cersei-Lannister,Moelle,undirected,4,5.0,0.25
3375,Cersei-Lannister,Myrcella-Baratheon,undirected,4,5.0,0.25
3376,Cersei-Lannister,Osney-Kettleblack,undirected,3,5.0,0.3333333333333333
3377,Cersei-Lannister,Qyburn,undirected,3,5.0,0.3333333333333333
3378,Cersei-Lannister,Rafford,undirected,3,5.0,0.3333333333333333
3379,Cersei-Lannister,Rhaegar-Targaryen,undirected,3,5.0,0.3333333333333333
3380,Cersei-Lannister,Robert-Baratheon,undirected,7,5.0,0.14285714285714285
3381,Cersei-Lannister,Robert-Strong,undirected,4,5.0,0.25
3382,Cersei-Lannister,Scolera,undirected,5,5.0,0.2
3383,Cersei-Lannister,Stannis-Baratheon,undirected,5,5.0,0.2
3384,Cersei-Lannister,Tommen-Baratheon,undirected,13,5.0,0.07692307692307693
3385,Cersei-Lannister,Tyrion-Lannister,undirected,5,5.0,0.2
3386,Cersei-Lannister,Tywin-Lannister,undirected,3,5.0,0.3333333333333333
3387,Cersei-Lannister,Unella,undirected,10,5.0,0.1
3388,Clayton-Suggs,Godry-Farring,undirected,5,5.0,0.2
3389,Clayton-Suggs,Stannis-Baratheon,undirected,6,5.0,0.16666666666666666
3390,Cleon,Daenerys-Targaryen,undirected,9,5.0,0.1111111111111111
3391,Cleon,Quentyn-Martell,undirected,3,5.0,0.3333333333333333
3392,Cletus-Yronwood,Daenerys-Targaryen,undirected,3,5.0,0.3333333333333333
3393,Cletus-Yronwood,Gerris-Drinkwater,undirected,5,5.0,0.2
3394,Cletus-Yronwood,Kedry,undirected,3,5.0,0.3333333333333333
3395,Cletus-Yronwood,Quentyn-Martell,undirected,7,5.0,0.14285714285714285
3396,Clydas,Jon-Snow,undirected,20,5.0,0.05
3397,Clydas,Mully,undirected,4,5.0,0.25
3398,Clydas,Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3399,Coldhands,Hodor,undirected,4,5.0,0.25
3400,Coldhands,Meera-Reed,undirected,3,5.0,0.3333333333333333
3401,Corliss-Penny,Stannis-Baratheon,undirected,3,5.0,0.3333333333333333
3402,Cotter-Pyke,Denys-Mallister,undirected,4,5.0,0.25
3403,Cotter-Pyke,Jon-Snow,undirected,11,5.0,0.09090909090909093
3404,Cotter-Pyke,Selyse-Florent,undirected,3,5.0,0.3333333333333333
3405,Cromm,Grimtongue,undirected,4,5.0,0.25
3406,Cromm,Hagen,undirected,4,5.0,0.25
3407,Daario-Naharis,Daenerys-Targaryen,undirected,50,5.0,0.02
3408,Daario-Naharis,Grey-Worm,undirected,6,5.0,0.16666666666666666
3409,Daario-Naharis,Groleo,undirected,4,5.0,0.25
3410,Daario-Naharis,Hero,undirected,7,5.0,0.14285714285714285
3411,Daario-Naharis,Hizdahr-zo-Loraq,undirected,14,5.0,0.07142857142857142
3412,Daario-Naharis,Irri,undirected,7,5.0,0.14285714285714285
3413,Daario-Naharis,Jhiqui,undirected,5,5.0,0.2
3414,Daario-Naharis,Jhogo,undirected,9,5.0,0.1111111111111111
3415,Daario-Naharis,Missandei,undirected,4,5.0,0.25
3416,Daario-Naharis,Quentyn-Martell,undirected,5,5.0,0.2
3417,Daario-Naharis,Rakharo,undirected,4,5.0,0.25
3418,Daario-Naharis,Skahaz-mo-Kandaq,undirected,9,5.0,0.1111111111111111
3419,Daenerys-Targaryen,Daeron-II-Targaryen,undirected,3,5.0,0.3333333333333333
3420,Daenerys-Targaryen,Doran-Martell,undirected,3,5.0,0.3333333333333333
3421,Daenerys-Targaryen,Drogo,undirected,7,5.0,0.14285714285714285
3422,Daenerys-Targaryen,Eroeh,undirected,3,5.0,0.3333333333333333
3423,Daenerys-Targaryen,Ezzara,undirected,3,5.0,0.3333333333333333
3424,Daenerys-Targaryen,Galazza-Galare,undirected,19,5.0,0.05263157894736842
3425,Daenerys-Targaryen,Gerris-Drinkwater,undirected,15,5.0,0.06666666666666668
3426,Daenerys-Targaryen,Ghael,undirected,5,5.0,0.2
3427,Daenerys-Targaryen,Grey-Worm,undirected,11,5.0,0.09090909090909093
3428,Daenerys-Targaryen,Groleo,undirected,4,5.0,0.25
3429,Daenerys-Targaryen,Hero,undirected,5,5.0,0.2
3430,Daenerys-Targaryen,Hizdahr-zo-Loraq,undirected,96,5.0,0.010416666666666666
3431,Daenerys-Targaryen,Illyrio-Mopatis,undirected,12,5.0,0.08333333333333333
3432,Daenerys-Targaryen,Irri,undirected,25,5.0,0.04
3433,Daenerys-Targaryen,Jhiqui,undirected,15,5.0,0.06666666666666668
3434,Daenerys-Targaryen,Jhogo,undirected,6,5.0,0.16666666666666666
3435,Daenerys-Targaryen,Jon-Connington,undirected,6,5.0,0.16666666666666666
3436,Daenerys-Targaryen,Jorah-Mormont,undirected,4,5.0,0.25
3437,Daenerys-Targaryen,Lysono-Maar,undirected,3,5.0,0.3333333333333333
3438,Daenerys-Targaryen,Mace-Tyrell,undirected,3,5.0,0.3333333333333333
3439,Daenerys-Targaryen,Marselen,undirected,3,5.0,0.3333333333333333
3440,Daenerys-Targaryen,Meris,undirected,6,5.0,0.16666666666666666
3441,Daenerys-Targaryen,Mezzara,undirected,4,5.0,0.25
3442,Daenerys-Targaryen,Miklaz,undirected,3,5.0,0.3333333333333333
3443,Daenerys-Targaryen,Missandei,undirected,37,5.0,0.027027027027027032
3444,Daenerys-Targaryen,Moqorro,undirected,3,5.0,0.3333333333333333
3445,Daenerys-Targaryen,Penny,undirected,4,5.0,0.25
3446,Daenerys-Targaryen,Qavo-Nogarys,undirected,5,5.0,0.2
3447,Daenerys-Targaryen,Qezza,undirected,6,5.0,0.16666666666666666
3448,Daenerys-Targaryen,Quaithe,undirected,6,5.0,0.16666666666666666
3449,Daenerys-Targaryen,Quentyn-Martell,undirected,58,5.0,0.017241379310344827
3450,Daenerys-Targaryen,Rakharo,undirected,7,5.0,0.14285714285714285
3451,Daenerys-Targaryen,Reznak-mo-Reznak,undirected,19,5.0,0.05263157894736842
3452,Daenerys-Targaryen,Rhaegar-Targaryen,undirected,10,5.0,0.1
3453,Daenerys-Targaryen,Robert-Baratheon,undirected,3,5.0,0.3333333333333333
3454,Daenerys-Targaryen,Skahaz-mo-Kandaq,undirected,33,5.0,0.030303030303030307
3455,Daenerys-Targaryen,Spotted-Cat,undirected,3,5.0,0.3333333333333333
3456,Daenerys-Targaryen,Symon-Stripeback,undirected,4,5.0,0.25
3457,Daenerys-Targaryen,Tattered-Prince,undirected,4,5.0,0.25
3458,Daenerys-Targaryen,Tyrion-Lannister,undirected,17,5.0,0.05882352941176471
3459,Daenerys-Targaryen,Varys,undirected,3,5.0,0.3333333333333333
3460,Daenerys-Targaryen,Victarion-Greyjoy,undirected,7,5.0,0.14285714285714285
3461,Daenerys-Targaryen,Viserys-Targaryen,undirected,7,5.0,0.14285714285714285
3462,Daenerys-Targaryen,Xaro-Xhoan-Daxos,undirected,16,5.0,0.0625
3463,Daenerys-Targaryen,Yurkhaz-zo-Yunzak,undirected,4,5.0,0.25
3464,Dalla,Gilly,undirected,4,5.0,0.25
3465,Dalla,Mance-Rayder,undirected,5,5.0,0.2
3466,Dalla,Melisandre,undirected,3,5.0,0.3333333333333333
3467,Dalla,Stannis-Baratheon,undirected,5,5.0,0.2
3468,Dalla,Val,undirected,5,5.0,0.2
3469,Damon-Dance-for-Me,Grunt,undirected,3,5.0,0.3333333333333333
3470,Damon-Dance-for-Me,Ramsay-Snow,undirected,7,5.0,0.14285714285714285
3471,Damon-Dance-for-Me,Skinner,undirected,7,5.0,0.14285714285714285
3472,Damon-Dance-for-Me,Sour-Alyn,undirected,4,5.0,0.25
3473,Damon-Dance-for-Me,Theon-Greyjoy,undirected,5,5.0,0.2
3474,Davos-Seaworth,Eddard-Stark,undirected,4,5.0,0.25
3475,Davos-Seaworth,Garth-(Wolfs-Den),undirected,4,5.0,0.25
3476,Davos-Seaworth,Godric-Borrell,undirected,9,5.0,0.1111111111111111
